Feature ID	Taxon	Confidence
G000615905	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Lactobacillaceae; g__Companilactobacillus; s__Companilactobacillus nodensis	1.0
G000744835	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Flavobacterium sp000744835	1.0
G000472385	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae; g__Bradyrhizobium_503402; s__Bradyrhizobium sp000472385	1.0
G000935065	d__Bacteria; p__Campylobacterota_A; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter; s__Halarcobacter anaerophilus	1.0
G000800935	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Bosea; s__Bosea sp011764485	1.0
G001476695	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Novosphingobium; s__Novosphingobium fluoreni	1.0
G000378225	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylophilus; s__Methylophilus methylotrophus	1.0
G001187435	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales_400645; f__Streptomycetaceae_400641; g__Streptomyces_400150; s__Streptomyces caatingaensis	1.0
G004803915	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella dubosii	1.0
G005849285	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Emcibacteraceae; g__Luteithermobacter; s__Luteithermobacter gelatinilyticus	1.0
G002001105	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Rhodanobacteraceae; g__Rhodanobacter_613036; s__Rhodanobacter sp002001105	1.0
G000379945	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Porphyromonas_A; s__Porphyromonas_A macacae	1.0
G000024265	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Eggerthellaceae; g__Eggerthella; s__Eggerthella lenta	1.0
G002005305	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Shewanellaceae; g__Shewanella; s__Shewanella psychrophila	1.0
G000169035	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella aerofaciens_F	1.0
G900240225	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Dysgonomonas; s__Dysgonomonas massiliensis	1.0
G000744955	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Actibacterium_C; s__	1.0
G000145515	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Propionibacteriaceae; g__Cutibacterium; s__Cutibacterium acnes	1.0
G000585415	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Sphingomicrobium_483145; s__Sphingomicrobium jaspsi	1.0
G002005165	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Thermoactinomycetales_367867; f__Novibacillaceae; g__Novibacillus; s__Novibacillus thermophilus	1.0
G000799335	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Weeksellaceae; g__Chryseobacterium_A_796612; s__Chryseobacterium_A_796612 panacisoli	1.0
G003315355	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Eubacteriales; f__Garciellaceae; g__Garciella; s__Garciella nitratireducens	1.0
G001407835	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Mediannikoviicoccus; s__Mediannikoviicoccus massiliensis	1.0
G902765005	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__CAG-138; g__RUG472; s__RUG472 sp902765005	1.0
G000184745	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Variovorax; s__Variovorax paradoxus_C	1.0
G001298265	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Bosea; s__Bosea vaviloviae_B	1.0
G001678465	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Pasteurellaceae; g__Gallibacterium; s__Gallibacterium anatis	1.0
G000023205	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus; s__Micrococcus luteus	1.0
G900199515	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Massilicoli; s__Massilicoli timonensis	1.0
G004104015	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces oricola	1.0
G000318335	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Pauljensenia; s__Pauljensenia sp000308055	1.0
G000504185	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ponticoccus; s__Ponticoccus alexandrii	1.0
G001423845	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Sphingomonas_L_486704; s__Sphingomonas_L_486704 sp001423845	1.0
G001941825	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Telluria_573210; s__Telluria putida	1.0
G000215105	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Isoptericola_389305; s__Isoptericola variabilis_A	1.0
G000525795	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Listeriaceae; g__Listeria_A; s__Listeria_A aquatica	1.0
G001499675	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acetobacter; s__Acetobacter ghanensis	1.0
G003813985	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium gerontici	1.0
G000772365	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Pasteurellaceae; g__Gallibacterium; s__Gallibacterium anatis	1.0
G002140975	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_H_360604; s__Enterococcus_H_360604 clewellii	1.0
G000701445	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas bacteroides	1.0
G007655255	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Extensimonas; s__Extensimonas perlucida	1.0
G012799635	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__RF39; f__UBA660; g__UBA6448; s__UBA6448 sp012799635	1.0
G000247715	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Gordonia_B_376796; s__	1.0
G900111925	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas_A; s__Cellulomonas_A marina	1.0
G001617605	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_A; f__Planococcaceae; g__Rummeliibacillus; s__Rummeliibacillus stabekisii	1.0
G001006065	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium faecium	1.0
G002903165	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650611; f__Pseudomonadaceae; g__Halopseudomonas_650606; s__Halopseudomonas oceani	1.0
G000515115	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptosporangiales; f__Streptosporangiaceae; g__Nocardiopsis_D; s__Nocardiopsis_D sp000515115	1.0
G002259705	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Alloscardovia; s__Alloscardovia macacae	1.0
G900095735	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Chitinasiproducens; s__Chitinasiproducens palmae	1.0
G000701345	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Xanthobacteraceae; g__Bradyrhizobium_503405; s__Bradyrhizobium sp000701345	1.0
G000025085	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus lugdunensis	1.0
G004556245	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Succinivibrionaceae; g__Succinivibrio; s__Succinivibrio faecicola	1.0
G001563245	d__Archaea; p__Methanobacteriota_A_1229; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanobrevibacter_B_1148; s__Methanobrevibacter_B_1148 olleyae	1.0
G004337705	d__Bacteria; p__Actinomycetota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteraceae; g__Rubrobacter_C; s__Rubrobacter_C taiwanensis	1.0
G902780745	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__UBA932; g__Egerieousia; s__Egerieousia sp900316795	1.0
G006954425	d__Archaea; p__Thermoplasmatota; c__Thermoplasmata_1773; o__Methanomassiliicoccales; f__Methanomethylophilaceae; g__UBA71; s__UBA71 sp006954425	1.0
G000768345	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Lysobacter_C; s__Lysobacter_C concretionis	1.0
G003097495	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae; g__Naasia_381491; s__Naasia flava	1.0
G900066255	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Acutalibacteraceae; g__Pseudoruminococcus; s__Pseudoruminococcus massiliensis	1.0
G000802245	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales_400645; f__Streptomycetaceae_400641; g__Streptomyces_400150; s__Streptomyces pluripotens	1.0
G000752675	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Tractidigestivibacter; s__Tractidigestivibacter sp000752675	1.0
G006569205	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_A; f__Planococcaceae; g__Ureibacillus; s__Ureibacillus terrenus	1.0
G000767615	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Pandoraea; s__Pandoraea pnomenusa	1.0
G000723165	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Janthinobacterium_571526; s__Janthinobacterium agaricidamnosum	1.0
G001434555	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Lactobacillaceae; g__Amylolactobacillus; s__Amylolactobacillus amylophilus	1.0
G000970885	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Mycobacterium; s__Mycobacterium arupense	1.0
G001281505	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Lawsonella; s__Lawsonella clevelandensis	1.0
G000340885	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_T; s__Clostridium_T beijerinckii	1.0
G001437075	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Lactobacillaceae; g__Pediococcus; s__Pediococcus stilesii	1.0
G006716205	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Dermatophilaceae; g__Oryzihumus_390144; s__Oryzihumus leptocrescens	1.0
G000024165	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Rhodocyclaceae; g__Accumulibacter; s__Accumulibacter sp000585075	1.0
G000964095	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter indicus	1.0
G001403635	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Sarcina_201130; s__Sarcina massiliamazoniense	1.0
G001485495	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Gordonia_B_376796; s__Gordonia_B_376796 desulfuricans	1.0
G001050115	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_B_306087; f__DSM-4216; g__Bacillus_O_301684; s__Bacillus_O smithii	1.0
G000741785	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Bifidobacteriaceae; g__Bifidobacterium_388775; s__Bifidobacterium stellenboschense	1.0
G001517185	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_B_306089; f__Bacillaceae_H_294103; g__Bacillus_P_294101; s__Bacillus_P_294101 velezensis	1.0
G005047655	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Nevskiales; f__Nevskiaceae; g__CAU-1509; s__CAU-1509 sp005047655	1.0
G900089455	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_593912; g__Orrella; s__Orrella dioscoreae	1.0
G000147815	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Streptomycetales_400645; f__Streptomycetaceae_400641; g__Streptomyces_400150; s__Streptomyces violaceusniger_A	1.0
G001038625	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_AM; s__	1.0
G004570605	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__WM01; s__WM01 sp004570605	1.0
G004127505	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029; g__Salmonella; s__Salmonella bongori	1.0
G001314305	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas_A_615274; s__Stenotrophomonas_A_615274 acidaminiphila	1.0
G000708885	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulomonas_A; s__Cellulomonas_A sp000708885	1.0
G000154205	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__Bacteroides_H_857956 uniformis	1.0
G000756795	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae_486827; g__Qipengyuania_B_484543; s__Qipengyuania_B_484543 vulgaris_A	1.0
G001423105	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae; g__Frondihabitans_380959; s__Frondihabitans sp001423105	1.0
G001908275	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Paenibacillales; f__Paenibacillaceae_367444; g__Paenibacillus_J_366884; s__Paenibacillus_J_366884 xylanexedens_A	1.0
G001676615	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Labraceae; g__Labrys; s__Labrys sp001676615	1.0
G004296775	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinilabiliaceae; g__JC017; s__JC017 sp004296775	1.0
G000013625	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Herminiimonas_567463; s__Herminiimonas sp000013625	1.0
G000239695	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__Actinomyces graevenitzii	1.0
G000312505	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Peptoniphilaceae; g__Fenollaria; s__Fenollaria massiliensis	1.0
G000307265	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309; g__Oscillibacter; s__Oscillibacter ruminantium	1.0
G001049735	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Nereida; s__Nereida ignava	1.0
G000426465	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Weeksellaceae; g__Epilithonimonas_794793; s__Epilithonimonas caeni	1.0
G000143705	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium; s__Corynebacterium pseudotuberculosis	1.0
G002251435	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Prevotella; s__Prevotella sp002251435	1.0
G000423825	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Acidithiobacillales; f__Thermithiobacillaceae; g__Thermithiobacillus; s__Thermithiobacillus tepidarius	1.0
G901212675	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Atopobiaceae; g__Parolsenella; s__Parolsenella uli_B	1.0
G000160035	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Catonella; s__Catonella morbi	1.0
G000219105	d__Bacteria; p__Myxococcota_A_473307; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Myxococcus_463634; s__Myxococcus macrosporus	1.0
G000814325	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Flavihumibacter; s__Flavihumibacter sp000814325	1.0
G000407545	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_A; s__Enterococcus_A gilvus	1.0
G001879715	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Nioella; s__Nioella nitratireducens	1.0
G004555175	d__Bacteria; p__Verrucomicrobiota; c__Kiritimatiellia; o__RFP12; f__UBA1067; g__Spyradenecus; s__Spyradenecus sp004555175	1.0
G000177375	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Bulleidia; s__Bulleidia extructa	1.0
G000477435	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Symbiobacter; s__Symbiobacter mobilis	1.0
G005870025	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Mangrovicoccus; s__Mangrovicoccus sp005870025	1.0
G000245655	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus; s__Staphylococcus epidermidis	1.0
G000169415	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sagittula; s__Sagittula stellata	1.0
G004145845	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__SELP01; s__SELP01 sp004145845	1.0
G900416805	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__Trichococcus; s__	1.0
G000176795	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Vibrionaceae; g__Photobacterium; s__Photobacterium damselae	1.0
G000374445	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Actinokineospora_380129; s__Actinokineospora enzanensis	1.0
G000739715	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Falsirhodobacter; s__Falsirhodobacter sp000739715	1.0
G000753735	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Alteromonadaceae; g__Pseudidiomarina; s__Pseudidiomarina atlantica	1.0
G001185205	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Devosiaceae; g__Youhaiella; s__Youhaiella tibetensis	1.0
G005434965	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Marimonas_A; s__Marimonas_A lutisalis	1.0
G000156215	d__Bacteria; p__Actinomycetota; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__Collinsella stercoris	1.0
G000187995	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__Streptococcus macacae	1.0
G000023105	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Beutenbergiaceae; g__Beutenbergia; s__Beutenbergia cavernae	1.0
G001571165	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Herbaspirillum; s__Herbaspirillum chlorophenolicum	1.0
G004117915	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Lactobacillaceae; g__Companilactobacillus; s__Companilactobacillus metriopterae	1.0
G000302695	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Enterobacteriaceae_A_725029; g__Tenebrionibacter; s__Tenebrionibacter sp000302695	1.0
G000291295	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_B_310392; f__Bacillaceae_G; g__Bacillus_A; s__Bacillus_A cereus_U_306726	1.0
G000393955	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_C; s__Enterococcus_C asini	1.0
G000172375	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_737866; f__Pasteurellaceae; g__Glaesserella; s__	1.0
G000407605	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus_G; s__Enterococcus_G sulfureus	1.0
G001428765	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides_A_392796; s__Nocardioides_A_392796 sp001428825	1.0
G001517865	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Leptotrichiaceae; g__Caviibacter; s__Caviibacter abscessus	1.0
G001902615	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Pseudonocardiaceae; g__Pseudonocardia; s__Pseudonocardia carboxydivorans	1.0
